"V1","girls","sons","woman","child","race","republican","circuit","circuit.1","age","religion","yearb","songerID","year","source1","source2","area","z","vote"
3131,2,0,0,2,2,0,"3",3,NA,99,1947,343,1997,13,14,"reproductive rights",1,1
1246,0,1,1,1,1,0,"3",3,NA,5,1928,346,2002,13,14,"employment",0,1
1247,0,1,1,1,1,0,"3",3,NA,5,1928,346,2002,13,14,"employment",0,1
1255,0,1,1,1,1,0,"3",3,NA,5,1928,346,2002,13,14,"employment",0,1
2711,0,1,1,1,1,0,"3",3,NA,5,1928,346,2002,13,14,"employment",0,1
3089,0,1,1,1,1,0,"3",3,NA,5,1928,346,2002,13,14,"employment",0,1
2703,3,0,0,3,NA,0,"3",NA,NA,NA,NA,347,2002,NA,NA,"employment",1,3
2707,3,0,0,3,NA,0,"3",NA,NA,NA,NA,347,2002,NA,NA,"employment",1,1
2710,3,0,0,3,NA,0,"3",NA,NA,NA,NA,347,2002,NA,NA,"employment",1,1
1632,0,1,1,1,NA,0,"3",NA,NA,NA,NA,349,2002,NA,NA,"employment",0,1
1637,0,1,1,1,NA,0,"3",NA,NA,NA,NA,349,2001,NA,NA,"employment",0,1
1667,0,1,1,1,NA,0,"3",NA,NA,NA,NA,349,2002,NA,NA,"employment",0,1
3090,0,1,1,1,NA,0,"3",NA,NA,NA,NA,349,2002,NA,NA,"employment",0,1
3100,0,1,1,1,NA,0,"3",NA,NA,NA,NA,349,2000,NA,NA,"employment",0,2
3103,0,1,1,1,NA,0,"3",NA,NA,NA,NA,349,1999,NA,NA,"employment",0,1
4167,0,1,1,1,NA,0,"3",NA,NA,NA,NA,349,2002,NA,NA,"employment",0,1
250,2,2,0,4,1,0,"4",4,54,7,1926,408,1998,13,14,"employment",1,3
261,2,2,0,4,1,0,"4",4,54,7,1926,408,1996,13,14,"employment",1,1
238,2,1,0,3,1,0,"4",4,59,4,1920,412,2000,13,14,"employment",1,2
249,2,1,0,3,1,0,"4",4,59,4,1920,412,1998,13,14,"employment",1,1
252,2,1,0,3,1,0,"4",4,59,4,1920,412,1998,13,14,"pregnancy",1,3
255,2,1,0,3,1,0,"4",4,59,4,1920,412,1997,13,14,"employment",1,3
256,2,1,0,3,1,0,"4",4,59,4,1920,412,1996,13,14,"employment",1,3
275,2,1,0,3,1,0,"4",4,59,4,1920,412,1997,13,14,"abortion",1,1
276,2,1,0,3,1,0,"4",4,59,4,1920,412,1998,13,14,"pregnancy",1,3
1693,2,1,0,3,1,0,"4",4,59,4,1920,412,2000,13,14,"employment",1,NA
1699,3,1,0,4,1,0,"4",4,56,7,1922,415,1999,13,14,"employment",1,1
1724,3,1,0,4,1,0,"4",4,56,7,1922,415,1999,13,14,"employment",1,1
223,1,1,0,2,1,1,"4",4,49,7,1923,423,2001,13,14,"employment",1,1
235,1,1,0,2,1,1,"4",4,49,7,1923,423,2000,13,14,"employment",1,1
241,1,1,0,2,1,1,"4",4,49,7,1923,423,1999,13,14,"employment",1,3
246,1,1,0,2,1,1,"4",4,49,7,1923,423,1998,13,14,"employment",1,3
253,1,1,0,2,1,1,"4",4,49,7,1923,423,1997,13,14,"employment",1,2
1262,1,1,0,2,1,1,"4",4,49,7,1923,423,2002,13,14,"employment",1,1
1275,1,1,0,2,1,1,"4",4,49,7,1923,423,2001,13,14,"employment",1,1
232,2,1,0,3,1,1,"4",4,44,3,1942,424,2000,13,14,"employment",1,1
236,2,1,0,3,1,1,"4",4,44,3,1942,424,2000,13,14,"employment",1,3
243,2,1,0,3,1,1,"4",4,44,3,1942,424,1999,13,14,"employment",1,3
1261,2,1,0,3,1,1,"4",4,44,3,1942,424,2002,13,14,"employment",1,3
1264,2,1,0,3,1,1,"4",4,44,3,1942,424,2002,13,14,"pregnancy",1,1
1273,2,1,0,3,1,1,"4",4,44,3,1942,424,2001,13,14,"employment",1,1
1282,2,1,0,3,1,1,"4",4,44,3,1942,424,2002,13,14,"pregnancy",1,1
1683,2,1,0,3,1,1,"4",4,44,3,1942,424,2001,13,14,"employment",1,1
1687,2,1,0,3,1,1,"4",4,44,3,1942,424,2001,13,14,"employment",1,3
1713,2,1,0,3,1,1,"4",4,44,3,1942,424,1997,13,14,"employment",1,1
2726,2,1,0,3,1,1,"4",4,44,3,1942,424,2002,13,14,"employment",1,1
224,1,1,0,2,1,1,"4",4,40,2,1944,425,2001,13,14,"employment",1,1
227,1,1,0,2,1,1,"4",4,40,2,1944,425,2001,13,14,"employment",1,1
228,1,1,0,2,1,1,"4",4,40,2,1944,425,2001,13,14,"employment",1,3
231,1,1,0,2,1,1,"4",4,40,2,1944,425,2001,13,14,"employment",1,2
234,1,1,0,2,1,1,"4",4,40,2,1944,425,2000,13,14,"employment",1,1
237,1,1,0,2,1,1,"4",4,40,2,1944,425,2000,13,14,"employment",1,1
242,1,1,0,2,1,1,"4",4,40,2,1944,425,1999,13,14,"employment",1,1
244,1,1,0,2,1,1,"4",4,40,2,1944,425,1999,13,14,"employment",1,3
245,1,1,0,2,1,1,"4",4,40,2,1944,425,1999,13,14,"employment",1,3
254,1,1,0,2,1,1,"4",4,40,2,1944,425,1997,13,14,"employment",1,1
262,1,1,0,2,1,1,"4",4,40,2,1944,425,1996,13,14,"employment",1,2
1267,1,1,0,2,1,1,"4",4,40,2,1944,425,2002,13,14,"employment",1,1
1274,1,1,0,2,1,1,"4",4,40,2,1944,425,2001,13,14,"employment",1,1
1278,1,1,0,2,1,1,"4",4,40,2,1944,425,2001,13,14,"employment",1,1
215,0,3,0,3,1,1,"4",4,49,2,1941,428,2002,13,14,"employment",0,1
216,0,3,0,3,1,1,"4",4,49,2,1941,428,2002,13,14,"employment",0,3
219,0,3,0,3,1,1,"4",4,49,2,1941,428,2002,13,14,"employment",0,1
248,0,3,0,3,1,1,"4",4,49,2,1941,428,1998,13,14,"employment",0,1
272,0,3,0,3,1,1,"4",4,49,2,1941,428,2002,13,14,"abortion",0,1
273,0,3,0,3,1,1,"4",4,49,2,1941,428,2000,13,14,"abortion",0,1
1259,0,3,0,3,1,1,"4",4,49,2,1941,428,2002,13,14,"employment",0,1
1263,0,3,0,3,1,1,"4",4,49,2,1941,428,2002,13,14,"employment",0,1
1271,0,3,0,3,1,1,"4",4,49,2,1941,428,2001,13,14,"employment",0,1
1280,0,3,0,3,1,1,"4",4,49,2,1941,428,1998,13,14,"employment",0,1
1696,0,3,0,3,1,1,"4",4,49,2,1941,428,2000,13,14,"employment",0,1
1708,0,3,0,3,1,1,"4",4,49,2,1941,428,1998,13,14,"employment",0,1
1711,0,3,0,3,1,1,"4",4,49,2,1941,428,1998,13,14,"pregnancy",0,1
1715,0,3,0,3,1,1,"4",4,49,2,1941,428,1996,13,14,"employment",0,3
1735,0,3,0,3,1,1,"4",4,49,2,1941,428,1998,13,14,"pregnancy",0,1
1705,0,2,0,2,1,1,"4",4,57,10,1934,429,1998,13,14,"employment",0,3
1707,0,2,0,2,1,1,"4",4,57,10,1934,429,1998,13,14,"employment",0,1
1709,0,2,0,2,1,1,"4",4,57,10,1934,429,1998,13,14,"employment",0,3
1714,0,2,0,2,1,1,"4",4,57,10,1934,429,1997,13,14,"employment",0,3
1720,0,2,0,2,1,1,"4",4,57,10,1934,429,1996,13,14,"employment",0,1
1732,0,2,0,2,1,1,"4",4,57,10,1934,429,2000,13,14,"abortion",0,3
3149,0,2,0,2,1,1,"4",4,57,10,1934,429,2001,13,14,"employment",0,2
3155,0,2,0,2,1,1,"4",4,57,10,1934,429,2000,13,14,"employment",0,1
3696,0,2,0,2,1,1,"8",4,57,10,1934,429,2001,13,14,"employment",0,1
1265,1,1,0,2,1,1,"4",4,37,NA,1954,430,2002,13,14,"employment",1,2
1691,1,1,0,2,1,1,"4",4,37,NA,1954,430,2000,13,14,"employment",1,1
1700,1,1,0,2,1,1,"4",4,37,NA,1954,430,1999,13,14,"employment",1,3
2723,1,1,0,2,1,1,"4",4,37,NA,1954,430,2002,13,14,"pregnancy",1,1
2733,1,1,0,2,1,1,"4",4,37,NA,1954,430,2001,13,14,"employment",1,1
2737,1,1,0,2,1,1,"4",4,37,NA,1954,430,2001,13,14,"employment",1,1
2741,1,1,0,2,1,1,"4",4,37,NA,1954,430,2002,13,14,"pregnancy",1,1
3142,1,1,0,2,1,1,"4",4,37,NA,1954,430,2001,13,14,"employment",1,1
3164,1,1,0,2,1,1,"4",4,37,NA,1954,430,1998,13,14,"employment",1,3
3166,1,1,0,2,1,1,"4",4,37,NA,1954,430,1998,13,14,"employment",1,1
3168,1,1,0,2,1,1,"4",4,37,NA,1954,430,1998,13,14,"employment",1,3
3179,1,1,0,2,1,1,"4",4,37,NA,1954,430,1996,13,14,"employment",1,1
4185,1,1,0,2,1,1,"4",4,37,NA,1954,430,2002,13,14,"employment",1,1
220,2,2,1,4,1,1,"4",4,41,3,1951,431,2002,13,14,"employment",1,1
229,2,2,1,4,1,1,"4",4,41,3,1951,431,2001,13,14,"employment",1,1
240,2,2,1,4,1,1,"4",4,41,3,1951,431,1999,13,14,"employment",1,1
265,2,2,1,4,1,1,"4",4,41,3,1951,431,1999,13,14,"employment",1,1
1270,2,2,1,4,1,1,"4",4,41,3,1951,431,2001,13,14,"employment",1,2
1279,2,2,1,4,1,1,"4",4,41,3,1951,431,2001,13,14,"employment",1,1
1284,2,2,1,4,1,1,"4",4,41,3,1951,431,2001,13,14,"pregnancy",1,2
1674,2,2,1,4,1,1,"4",4,41,3,1951,431,2002,13,14,"employment",1,1
1701,2,2,1,4,1,1,"4",4,41,3,1951,431,1999,13,14,"employment",1,1
1702,2,2,1,4,1,1,"4",4,41,3,1951,431,1999,13,14,"employment",1,3
1712,2,2,1,4,1,1,"4",4,41,3,1951,431,1997,13,14,"employment",1,2
1721,2,2,1,4,1,1,"4",4,41,3,1951,431,1996,13,14,"employment",1,2
1734,2,2,1,4,1,1,"4",4,41,3,1951,431,1997,13,14,"abortion",1,1
2720,2,2,1,4,1,1,"4",4,41,3,1951,431,2002,13,14,"employment",1,3
2721,2,2,1,4,1,1,"4",4,41,3,1951,431,2002,13,14,"employment",1,1
2722,2,2,1,4,1,1,"4",4,41,3,1951,431,2002,13,14,"employment",1,1
2739,2,2,1,4,1,1,"4",4,41,3,1951,431,1998,13,14,"employment",1,1
3172,2,2,1,4,1,1,"4",4,41,3,1951,431,1997,13,14,"employment",1,1
1268,1,0,0,1,1,0,"4",4,NA,8,1943,432,2002,13,14,"pregnancy",1,3
1697,1,0,0,1,1,0,"4",4,NA,8,1943,432,2000,13,14,"employment",1,2
2724,1,0,0,1,1,0,"4",4,NA,8,1943,432,2002,13,14,"employment",1,2
2729,1,0,0,1,1,0,"4",4,NA,8,1943,432,2001,13,14,"employment",1,2
2734,1,0,0,1,1,0,"4",4,NA,8,1943,432,2001,13,14,"employment",1,1
2738,1,0,0,1,1,0,"4",4,NA,8,1943,432,2001,13,14,"employment",1,1
2743,1,0,0,1,1,0,"4",4,NA,8,1943,432,2001,13,14,"pregnancy",1,2
3133,1,0,0,1,1,0,"4",4,NA,8,1943,432,2002,13,14,"employment",1,2
3167,1,0,0,1,1,0,"4",4,NA,8,1943,432,1998,13,14,"employment",1,1
3180,1,0,0,1,1,0,"4",4,NA,8,1943,432,1996,13,14,"employment",1,3
4179,1,0,0,1,1,0,"4",4,NA,8,1943,432,2002,13,14,"employment",1,3
4196,1,0,0,1,1,0,"4",4,NA,8,1943,432,2001,13,14,"employment",1,1
4198,1,0,0,1,1,0,"4",4,NA,8,1943,432,1998,13,14,"employment",1,1
233,1,1,1,2,1,0,"4",4,NA,4,1943,433,2000,13,14,"employment",1,3
1678,1,1,1,2,1,0,"4",4,NA,4,1943,433,2002,13,14,"employment",1,1
1688,1,1,1,2,1,0,"4",4,NA,4,1943,433,2001,13,14,"employment",1,1
1694,1,1,1,2,1,0,"4",4,NA,4,1943,433,2000,13,14,"employment",1,1
1695,1,1,1,2,1,0,"4",4,NA,4,1943,433,2000,13,14,"employment",1,3
2718,1,1,1,2,1,0,"4",4,NA,4,1943,433,2002,13,14,"employment",1,1
2732,1,1,1,2,1,0,"4",4,NA,4,1943,433,2001,13,14,"employment",1,1
3160,1,1,1,2,1,0,"4",4,NA,4,1943,433,1999,13,14,"employment",1,3
3161,1,1,1,2,1,0,"4",4,NA,4,1943,433,1999,13,14,"employment",1,3
3174,1,1,1,2,1,0,"4",4,NA,4,1943,433,1996,13,14,"employment",1,3
1682,0,2,0,2,NA,0,"4",NA,NA,NA,NA,435,2001,NA,NA,"employment",0,1
1686,0,2,0,2,NA,0,"4",NA,NA,NA,NA,435,2001,NA,NA,"employment",0,1
1690,0,2,0,2,NA,0,"4",NA,NA,NA,NA,435,2001,NA,NA,"employment",0,2
1703,0,2,0,2,NA,0,"4",NA,NA,NA,NA,435,1999,NA,NA,"employment",0,3
2727,0,2,0,2,NA,0,"4",NA,NA,NA,NA,435,2002,NA,NA,"pregnancy",0,3
4177,0,2,0,2,NA,0,"4",NA,NA,NA,NA,435,2002,NA,NA,"employment",0,1
4182,0,2,0,2,NA,0,"4",NA,NA,NA,NA,435,2002,NA,NA,"pregnancy",0,1
4188,0,2,0,2,NA,0,"4",NA,NA,NA,NA,435,2001,NA,NA,"employment",0,2
4197,0,2,0,2,NA,0,"4",NA,NA,NA,NA,435,2001,NA,NA,"employment",0,1
4200,0,2,0,2,NA,0,"4",NA,NA,NA,NA,435,2002,NA,NA,"pregnancy",0,1
4202,0,2,0,2,NA,0,"4",NA,NA,NA,NA,435,2001,NA,NA,"pregnancy",0,2
2730,3,0,0,3,NA,0,"4",NA,NA,NA,NA,436,2001,NA,NA,"employment",1,1
3134,3,0,0,3,NA,0,"4",NA,NA,NA,NA,436,2002,NA,NA,"employment",1,3
3141,3,0,0,3,NA,0,"4",NA,NA,NA,NA,436,2001,NA,NA,"employment",1,1
4181,3,0,0,3,NA,0,"4",NA,NA,NA,NA,436,2002,NA,NA,"employment",1,1
4186,3,0,0,3,NA,0,"4",NA,NA,NA,NA,436,2002,NA,NA,"pregnancy",1,3
4192,3,0,0,3,NA,0,"4",NA,NA,NA,NA,436,2001,NA,NA,"employment",1,1
4103,1,2,0,3,1,0,"11",5,59,10,1920,510,1997,13,14,"employment",1,1
4106,1,2,0,3,1,0,"11",5,59,10,1920,510,1997,13,14,"employment",1,1
4107,1,2,0,3,1,0,"11",5,59,10,1920,510,1997,13,14,"employment",1,1
2590,0,2,0,2,1,1,"11",5,47,4,1929,515,2002,13,14,"employment",0,1
2606,0,2,0,2,1,1,"11",5,47,4,1929,515,2000,13,14,"employment",0,2
2624,0,2,0,2,1,1,"11",5,47,4,1929,515,1999,13,14,"employment",0,1
2641,0,2,0,2,1,1,"11",5,47,4,1929,515,1998,13,14,"employment",0,2
2655,0,2,0,2,1,1,"11",5,47,4,1929,515,1996,13,14,"employment",0,2
4064,0,2,0,2,1,1,"11",5,47,4,1929,515,2001,13,14,"employment",0,1
4067,0,2,0,2,1,1,"11",5,47,4,1929,515,2000,13,14,"Title IX",0,1
4078,0,2,0,2,1,1,"11",5,47,4,1929,515,2000,13,14,"employment",0,3
284,1,1,0,2,1,1,"5",5,50,2,1931,517,2002,13,14,"pregnancy",1,1
292,1,1,0,2,1,1,"5",5,50,2,1931,517,2001,13,14,"employment",1,1
293,1,1,0,2,1,1,"5",5,50,2,1931,517,2001,13,14,"employment",1,1
333,1,1,0,2,1,1,"5",5,50,2,1931,517,1997,13,14,"employment",1,1
338,1,1,0,2,1,1,"5",5,50,2,1931,517,1996,13,14,"employment",1,2
1774,1,1,0,2,1,1,"5",5,50,2,1931,517,1998,13,14,"employment",1,1
307,2,2,0,4,3,0,"5",5,64,4,1915,518,1999,13,14,"employment",1,1
314,2,2,0,4,3,0,"5",5,64,4,1915,518,1998,13,14,"employment",1,1
325,2,2,0,4,3,0,"5",5,64,4,1915,518,1997,13,14,"employment",1,2
336,2,2,0,4,3,0,"5",5,64,4,1915,518,1996,13,14,"pregnancy",1,3
341,2,2,0,4,3,0,"5",5,64,4,1915,518,2001,13,14,"employment",1,2
352,2,2,0,4,3,0,"5",5,64,4,1915,518,1996,13,14,"pregnancy",1,3
1136,3,1,0,4,1,0,"11",5,46,2,1920,521,2002,13,14,"employment",1,1
1526,3,1,0,4,1,0,"1",5,46,2,1920,521,1998,13,14,"employment",1,2
4113,3,1,0,4,1,0,"11",5,46,2,1920,521,1997,13,14,"employment",1,1
1166,2,0,0,2,2,0,"11",5,47,3,1932,523,1999,13,14,"employment",1,1
1167,2,0,0,2,2,0,"11",5,47,3,1932,523,1999,13,14,"employment",1,3
1168,2,0,0,2,2,0,"11",5,47,3,1932,523,1999,13,14,"employment",1,3
1180,2,0,0,2,2,0,"11",5,47,3,1932,523,1998,13,14,"employment",1,3
1188,2,0,0,2,2,0,"11",5,47,3,1932,523,1997,13,14,"employment",1,1
1195,2,0,0,2,2,0,"11",5,47,3,1932,523,1997,13,14,"employment",1,1
2646,1,1,0,2,1,0,"11",5,59,3,1920,524,1997,13,14,"employment",1,3
4102,1,1,0,2,1,0,"11",5,59,3,1920,524,1997,13,14,"employment",1,3
282,2,0,0,2,1,1,"5",5,44,10,1938,525,2002,13,14,"employment",1,3
311,2,0,0,2,1,1,"5",5,44,10,1938,525,1999,13,14,"employment",1,1
334,2,0,0,2,1,1,"5",5,44,10,1938,525,1997,13,14,"employment",1,1
337,2,0,0,2,1,1,"5",5,44,10,1938,525,1996,13,14,"employment",1,1
1766,2,0,0,2,1,1,"5",5,44,10,1938,525,1999,13,14,"employment",1,1
1781,2,0,0,2,1,1,"5",5,44,10,1938,525,1998,13,14,"employment",1,1
1784,2,0,0,2,1,1,"5",5,44,10,1938,525,1997,13,14,"employment",1,2
1785,2,0,0,2,1,1,"5",5,44,10,1938,525,1997,13,14,"employment",1,1
1791,2,0,0,2,1,1,"5",5,44,10,1938,525,1997,13,14,"Title IX",1,1
1800,2,0,0,2,1,1,"5",5,44,10,1938,525,2001,13,14,"employment",1,2
3233,2,0,0,2,1,1,"5",5,44,10,1938,525,1998,13,14,"employment",1,1
286,0,3,1,3,1,1,"5",5,36,7,1949,533,2002,13,14,"employment",0,1
300,0,3,1,3,1,1,"5",5,36,7,1949,533,2000,13,14,"employment",0,2
304,0,3,1,3,1,1,"5",5,36,7,1949,533,2000,13,14,"employment",0,1
310,0,3,1,3,1,1,"5",5,36,7,1949,533,1999,13,14,"employment",0,1
312,0,3,1,3,1,1,"5",5,36,7,1949,533,1999,13,14,"employment",0,1
1775,0,3,1,3,1,1,"5",5,36,7,1949,533,1998,13,14,"employment",0,1
1780,0,3,1,3,1,1,"5",5,36,7,1949,533,1998,13,14,"pregnancy",0,1
1810,0,3,1,3,1,1,"5",5,36,7,1949,533,1998,13,14,"pregnancy",0,1
3243,0,3,1,3,1,1,"5",5,36,7,1949,533,1997,13,14,"employment",0,2
289,0,3,1,3,NA,0,"5",NA,NA,NA,NA,536,2001,NA,NA,"employment",0,3
295,0,3,1,3,NA,0,"5",NA,NA,NA,NA,536,2001,NA,NA,"employment",0,1
299,0,3,1,3,NA,0,"5",NA,NA,NA,NA,536,2000,NA,NA,"employment",0,2
315,0,3,1,3,NA,0,"5",NA,NA,NA,NA,536,1998,NA,NA,"employment",0,1
331,0,3,1,3,NA,0,"5",NA,NA,NA,NA,536,1997,NA,NA,"employment",0,1
332,0,3,1,3,NA,0,"5",NA,NA,NA,NA,536,1997,NA,NA,"Title IX",0,1
350,0,3,1,3,NA,0,"5",NA,NA,NA,NA,536,1998,NA,NA,"pregnancy",0,1
280,2,2,0,4,1,0,"5",5,58,10,1921,543,2002,13,14,"employment",1,2
321,2,2,0,4,1,0,"5",5,58,10,1921,543,1998,13,14,"pregnancy",1,1
323,2,2,0,4,1,0,"5",5,58,10,1921,543,1998,13,14,"pregnancy",1,3
351,2,2,0,4,1,0,"5",5,58,10,1921,543,1998,13,14,"pregnancy",1,1
1758,2,2,0,4,1,0,"5",5,58,10,1921,543,2000,13,14,"employment",1,2
2600,1,2,0,3,1,1,"11",5,49,7,1921,545,2001,13,14,"employment",1,1
2623,1,2,0,3,1,1,"11",5,49,7,1921,545,1999,13,14,"employment",1,2
4076,1,2,0,3,1,1,"11",5,49,7,1921,545,2000,13,14,"employment",1,1
4077,1,2,0,3,1,1,"11",5,49,7,1921,545,2000,13,14,"pregnancy",1,1
4080,1,2,0,3,1,1,"11",5,49,7,1921,545,1999,13,14,"pregnancy",1,1
4084,1,2,0,3,1,1,"11",5,49,7,1921,545,1999,13,14,"employment",1,1
4091,1,2,0,3,1,1,"11",5,49,7,1921,545,1999,13,14,"employment",1,1
4118,1,2,0,3,1,1,"11",5,49,7,1921,545,2000,13,14,"pregnancy",1,1
277,1,1,0,2,1,1,"5",5,41,10,1946,550,2002,13,14,"employment",1,2
327,1,1,0,2,1,1,"5",5,41,10,1946,550,1997,13,14,"employment",1,1
1739,1,1,0,2,1,1,"5",5,41,10,1946,550,2002,13,14,"employment",1,2
1744,1,1,0,2,1,1,"5",5,41,10,1946,550,2002,13,14,"employment",1,1
1749,1,1,0,2,1,1,"5",5,41,10,1946,550,2001,13,14,"employment",1,2
1756,1,1,0,2,1,1,"5",5,41,10,1946,550,2000,13,14,"employment",1,2
1768,1,1,0,2,1,1,"5",5,41,10,1946,550,1999,13,14,"pregnancy",1,1
1769,1,1,0,2,1,1,"5",5,41,10,1946,550,1999,13,14,"employment",1,1
1776,1,1,0,2,1,1,"5",5,41,10,1946,550,1998,13,14,"employment",1,1
1789,1,1,0,2,1,1,"5",5,41,10,1946,550,1997,13,14,"employment",1,2
3221,1,1,0,2,1,1,"5",5,41,10,1946,550,2000,13,14,"employment",1,2
3244,1,1,0,2,1,1,"5",5,41,10,1946,550,1997,13,14,"employment",1,1
3259,1,1,0,2,1,1,"5",5,41,10,1946,550,2001,13,14,"employment",1,2
1132,1,1,0,2,1,1,"11",5,46,2,1929,554,2002,13,14,"employment",1,1
1133,1,1,0,2,1,1,"11",5,46,2,1929,554,2002,13,14,"employment",1,1
1135,1,1,0,2,1,1,"11",5,46,2,1929,554,2002,13,14,"employment",1,2
1139,1,1,0,2,1,1,"11",5,46,2,1929,554,2001,13,14,"employment",1,1
1142,1,1,0,2,1,1,"11",5,46,2,1929,554,2001,13,14,"employment",1,3
1145,1,1,0,2,1,1,"11",5,46,2,1929,554,2001,13,14,"employment",1,3
1169,1,1,0,2,1,1,"11",5,46,2,1929,554,1999,13,14,"employment",1,3
1174,1,1,0,2,1,1,"11",5,46,2,1929,554,1998,13,14,"employment",1,1
1178,1,1,0,2,1,1,"11",5,46,2,1929,554,1998,13,14,"employment",1,3
1179,1,1,0,2,1,1,"11",5,46,2,1929,554,1998,13,14,"employment",1,1
1189,1,1,0,2,1,1,"11",5,46,2,1929,554,1997,13,14,"employment",1,1
2639,1,1,0,2,1,1,"11",5,46,2,1929,554,1998,13,14,"employment",1,3
322,2,1,0,3,1,1,"5",5,52,2,1905,560,1998,13,14,"employment",1,1
319,2,2,0,4,1,1,"5",5,55,4,1933,561,1998,13,14,"employment",1,3
324,2,2,0,4,1,1,"5",5,55,4,1933,561,1998,13,14,"employment",1,1
1748,2,2,0,4,1,1,"5",5,55,4,1933,561,2001,13,14,"employment",1,3
1773,2,2,0,4,1,1,"5",5,55,4,1933,561,1998,13,14,"employment",1,1
1786,2,2,0,4,1,1,"5",5,55,4,1933,561,1997,13,14,"employment",1,1
3234,2,2,0,4,1,1,"5",5,55,4,1933,561,1998,13,14,"employment",1,1
3248,2,2,0,4,1,1,"5",5,55,4,1933,561,1997,13,14,"employment",1,2
302,2,2,0,4,1,1,"5",5,56,5,1934,562,2000,13,14,"employment",1,1
1742,2,2,0,4,1,1,"5",5,56,5,1934,562,2002,13,14,"employment",1,2
1751,2,2,0,4,1,1,"5",5,56,5,1934,562,2001,13,14,"employment",1,1
1771,2,2,0,4,1,1,"5",5,56,5,1934,562,1999,13,14,"employment",1,1
1793,2,2,0,4,1,1,"5",5,56,5,1934,562,1997,13,14,"employment",1,1
1796,2,2,0,4,1,1,"5",5,56,5,1934,562,1996,13,14,"employment",1,1
3208,2,2,0,4,1,1,"5",5,56,5,1934,562,2001,13,14,"employment",1,2
3227,2,2,0,4,1,1,"5",5,56,5,1934,562,1999,13,14,"pregnancy",1,1
288,1,1,0,2,1,1,"5",5,61,2,1930,563,2001,13,14,"employment",1,1
1745,1,1,0,2,1,1,"5",5,61,2,1930,563,2002,13,14,"employment",1,1
1753,1,1,0,2,1,1,"5",5,61,2,1930,563,2001,13,14,"employment",1,3
1783,1,1,0,2,1,1,"5",5,61,2,1930,563,1998,13,14,"employment",1,1
1795,1,1,0,2,1,1,"5",5,61,2,1930,563,1996,13,14,"pregnancy",1,3
1799,1,1,0,2,1,1,"5",5,61,2,1930,563,2001,13,14,"employment",1,2
1811,1,1,0,2,1,1,"5",5,61,2,1930,563,1996,13,14,"pregnancy",1,3
3202,1,1,0,2,1,1,"5",5,61,2,1930,563,2002,13,14,"pregnancy",1,1
3211,1,1,0,2,1,1,"5",5,61,2,1930,563,2001,13,14,"employment",1,1
3256,1,1,0,2,1,1,"5",5,61,2,1930,563,1996,13,14,"employment",1,3
1736,2,0,0,2,3,0,"5",5,NA,2,1947,566,2002,13,14,"employment",1,2
1740,2,0,0,2,3,0,"5",5,NA,2,1947,566,2002,13,14,"employment",1,3
1757,2,0,0,2,3,0,"5",5,NA,2,1947,566,2000,13,14,"employment",1,3
1761,2,0,0,2,3,0,"5",5,NA,2,1947,566,2000,13,14,"employment",1,1
1778,2,0,0,2,3,0,"5",5,NA,2,1947,566,1998,13,14,"employment",1,3
3207,2,0,0,2,3,0,"5",5,NA,2,1947,566,2001,13,14,"employment",1,3
3213,2,0,0,2,3,0,"5",5,NA,2,1947,566,2001,13,14,"employment",1,1
3231,2,0,0,2,3,0,"5",5,NA,2,1947,566,1999,13,14,"employment",1,1
3239,2,0,0,2,3,0,"5",5,NA,2,1947,566,1998,13,14,"pregnancy",1,1
3252,2,0,0,2,3,0,"5",5,NA,2,1947,566,1997,13,14,"employment",1,1
3255,2,0,0,2,3,0,"5",5,NA,2,1947,566,1996,13,14,"employment",1,1
3269,2,0,0,2,3,0,"5",5,NA,2,1947,566,1998,13,14,"pregnancy",1,1
1746,2,0,0,2,1,0,"5",5,NA,8,1937,568,2001,13,14,"employment",1,2
1747,2,0,0,2,1,0,"5",5,NA,8,1937,568,2001,13,14,"employment",1,1
1750,2,0,0,2,1,0,"5",5,NA,8,1937,568,2001,13,14,"pregnancy",1,1
1765,2,0,0,2,1,0,"5",5,NA,8,1937,568,1999,13,14,"employment",1,2
1770,2,0,0,2,1,0,"5",5,NA,8,1937,568,1999,13,14,"employment",1,1
1790,2,0,0,2,1,0,"5",5,NA,8,1937,568,1997,13,14,"employment",1,1
1808,2,0,0,2,1,0,"5",5,NA,8,1937,568,2001,13,14,"pregnancy",1,1
3195,2,0,0,2,1,0,"5",5,NA,8,1937,568,2002,13,14,"employment",1,2
3220,2,0,0,2,1,0,"5",5,NA,8,1937,568,2000,13,14,"employment",1,1
3247,2,0,0,2,1,0,"5",5,NA,8,1937,568,1997,13,14,"employment",1,1
3254,2,0,0,2,1,0,"5",5,NA,8,1937,568,1996,13,14,"pregnancy",1,3
3268,2,0,0,2,1,0,"5",5,NA,8,1937,568,1998,13,14,"pregnancy",1,1
3270,2,0,0,2,1,0,"5",5,NA,8,1937,568,1996,13,14,"pregnancy",1,3
3198,0,2,0,2,1,1,"5",5,52,3,1924,570,2002,13,14,"employment",0,2
3206,0,2,0,2,1,1,"5",5,52,3,1924,570,2001,13,14,"employment",0,1
3218,0,2,0,2,1,1,"5",5,52,3,1924,570,2000,13,14,"employment",0,2
3222,0,2,0,2,1,1,"5",5,52,3,1924,570,2000,13,14,"employment",0,1
