"V1","girls","sons","woman","child","race","republican","circuit","circuit.1","age","religion","yearb","songerID","year","source1","source2","area","z","vote"
3229,0,2,0,2,1,1,"5",5,52,3,1924,570,1999,13,14,"employment",0,1
3242,0,2,0,2,1,1,"5",5,52,3,1924,570,1998,13,14,"employment",0,1
3251,0,2,0,2,1,1,"5",5,52,3,1924,570,1997,13,14,"employment",0,1
368,2,1,0,3,1,1,"6",6,42,5,1944,603,2002,13,14,"employment",1,1
435,2,1,0,3,1,1,"6",6,42,5,1944,603,2001,13,14,"employment",1,2
436,2,1,0,3,1,1,"6",6,42,5,1944,603,2001,13,14,"employment",1,1
457,2,1,0,3,1,1,"6",6,42,5,1944,603,2000,13,14,"employment",1,1
464,2,1,0,3,1,1,"6",6,42,5,1944,603,2000,13,14,"employment",1,2
493,2,1,0,3,1,1,"6",6,42,5,1944,603,1997,13,14,"employment",1,2
1838,2,1,0,3,1,1,"6",6,42,5,1944,603,2002,13,14,"employment",1,1
1855,2,1,0,3,1,1,"6",6,42,5,1944,603,2002,13,14,"employment",1,1
1879,2,1,0,3,1,1,"6",6,42,5,1944,603,2001,13,14,"employment",1,1
1901,2,1,0,3,1,1,"6",6,42,5,1944,603,2001,13,14,"employment",1,1
1931,2,1,0,3,1,1,"6",6,42,5,1944,603,1999,13,14,"employment",1,1
3366,2,1,0,3,1,1,"6",6,42,5,1944,603,2000,13,14,"employment",1,1
3369,2,1,0,3,1,1,"6",6,42,5,1944,603,2000,13,14,"employment",1,1
3420,2,1,0,3,1,1,"6",6,42,5,1944,603,1997,13,14,"employment",1,1
505,0,1,0,1,1,0,"6",6,62,2,1917,605,1996,13,14,"employment",0,1
1967,0,1,0,1,1,0,"6",6,62,2,1917,605,1996,13,14,"employment",0,1
461,1,1,0,2,1,1,"6",6,56,4,1926,609,2000,13,14,"employment",1,3
3427,1,1,0,2,1,1,"6",6,56,4,1926,609,1996,13,14,"employment",1,1
3463,1,1,0,2,1,1,"6",6,56,4,1926,609,1996,13,14,"pregnancy",1,1
495,2,2,0,4,1,1,"6",6,49,2,1924,613,1997,13,14,"employment",1,1
498,2,2,0,4,1,1,"6",6,49,2,1924,613,1997,13,14,"employment",1,1
392,2,3,0,5,2,0,"6",6,53,3,1926,618,2002,13,14,"employment",1,1
393,2,3,0,5,2,0,"6",6,53,3,1926,618,2002,13,14,"employment",1,4
449,2,3,0,5,2,0,"6",6,53,3,1926,618,2000,13,14,"employment",1,2
452,2,3,0,5,2,0,"6",6,53,3,1926,618,2000,13,14,"employment",1,2
453,2,3,0,5,2,0,"6",6,53,3,1926,618,2000,13,14,"employment",1,1
462,2,3,0,5,2,0,"6",6,53,3,1926,618,2000,13,14,"employment",1,2
465,2,3,0,5,2,0,"6",6,53,3,1926,618,1999,13,14,"employment",1,3
483,2,3,0,5,2,0,"6",6,53,3,1926,618,1998,13,14,"employment",1,1
542,2,3,0,5,2,0,"6",6,53,3,1926,618,1999,13,14,"pregnancy",1,2
1968,2,3,0,5,2,0,"6",6,53,3,1926,618,1996,13,14,"employment",1,1
2004,2,3,0,5,2,0,"6",6,53,3,1926,618,1996,13,14,"pregnancy",1,1
356,3,0,0,3,2,0,"6",6,55,3,1922,619,2002,13,14,"employment",1,1
358,3,0,0,3,2,0,"6",6,55,3,1922,619,2002,13,14,"employment",1,1
423,3,0,0,3,2,0,"6",6,55,3,1922,619,2001,13,14,"employment",1,1
442,3,0,0,3,2,0,"6",6,55,3,1922,619,2001,13,14,"employment",1,1
447,3,0,0,3,2,0,"6",6,55,3,1922,619,2000,13,14,"employment",1,3
459,3,0,0,3,2,0,"6",6,55,3,1922,619,2000,13,14,"employment",1,3
468,3,0,0,3,2,0,"6",6,55,3,1922,619,1999,13,14,"employment",1,1
520,3,0,0,3,2,0,"6",6,55,3,1922,619,2001,13,14,"Title IX",1,1
1920,3,0,0,3,2,0,"6",6,55,3,1922,619,2000,13,14,"employment",1,3
3048,3,0,0,3,2,0,"2",6,55,3,1922,619,1999,13,14,"employment",1,2
4086,3,0,0,3,2,0,"11",6,55,3,1922,619,1999,13,14,"employment",1,3
4100,3,0,0,3,2,0,"11",6,55,3,1922,619,1998,13,14,"employment",1,2
372,0,1,1,1,1,0,"6",6,56,4,1923,620,2002,13,14,"employment",0,1
398,0,1,1,1,1,0,"6",6,56,4,1923,620,2002,13,14,"employment",0,1
431,0,1,1,1,1,0,"6",6,56,4,1923,620,2001,13,14,"employment",0,1
441,0,1,1,1,1,0,"6",6,56,4,1923,620,2001,13,14,"employment",0,1
478,0,1,1,1,1,0,"6",6,56,4,1923,620,1998,13,14,"employment",0,3
480,0,1,1,1,1,0,"6",6,56,4,1923,620,1998,13,14,"employment",0,1
497,0,1,1,1,1,0,"6",6,56,4,1923,620,1997,13,14,"employment",0,3
502,0,1,1,1,1,0,"6",6,56,4,1923,620,1997,13,14,"employment",0,1
503,0,1,1,1,1,0,"6",6,56,4,1923,620,1997,13,14,"employment",0,1
509,0,1,1,1,1,0,"6",6,56,4,1923,620,1996,13,14,"employment",0,1
543,0,1,1,1,1,0,"6",6,56,4,1923,620,1997,13,14,"pregnancy",0,3
545,0,1,1,1,1,0,"6",6,56,4,1923,620,1996,13,14,"pregnancy",0,1
1926,0,1,1,1,1,0,"6",6,56,4,1923,620,1999,13,14,"employment",0,1
1930,0,1,1,1,1,0,"6",6,56,4,1923,620,1999,13,14,"employment",0,1
1940,0,1,1,1,1,0,"6",6,56,4,1923,620,1998,13,14,"employment",0,2
1945,0,1,1,1,1,0,"6",6,56,4,1923,620,1998,13,14,"employment",0,1
1964,0,1,1,1,1,0,"6",6,56,4,1923,620,1996,13,14,"employment",0,1
1979,0,1,1,1,1,0,"6",6,56,4,1923,620,2001,13,14,"Title IX",0,1
3376,0,1,1,1,1,0,"6",6,56,4,1923,620,2000,13,14,"employment",0,1
428,2,2,0,4,1,0,"6",6,44,2,1935,625,2001,13,14,"employment",1,3
430,2,2,0,4,1,0,"6",6,44,2,1935,625,2001,13,14,"employment",1,1
486,2,2,0,4,1,0,"6",6,44,2,1935,625,1998,13,14,"employment",1,1
3381,2,2,0,4,1,0,"6",6,44,2,1935,625,2000,13,14,"employment",1,3
365,1,2,0,3,1,0,"6",6,41,2,1936,629,2002,13,14,"employment",1,1
404,1,2,0,3,1,0,"6",6,41,2,1936,629,2002,13,14,"employment",1,2
409,1,2,0,3,1,0,"6",6,41,2,1936,629,2001,13,14,"employment",1,1
438,1,2,0,3,1,0,"6",6,41,2,1936,629,2001,13,14,"employment",1,2
451,1,2,0,3,1,0,"6",6,41,2,1936,629,2000,13,14,"employment",1,2
466,1,2,0,3,1,0,"6",6,41,2,1936,629,1999,13,14,"employment",1,3
470,1,2,0,3,1,0,"6",6,41,2,1936,629,1999,13,14,"employment",1,1
473,1,2,0,3,1,0,"6",6,41,2,1936,629,1999,13,14,"employment",1,1
481,1,2,0,3,1,0,"6",6,41,2,1936,629,1998,13,14,"employment",1,2
489,1,2,0,3,1,0,"6",6,41,2,1936,629,1998,13,14,"employment",1,2
504,1,2,0,3,1,0,"6",6,41,2,1936,629,1996,13,14,"employment",1,3
508,1,2,0,3,1,0,"6",6,41,2,1936,629,1996,13,14,"employment",1,1
544,1,2,0,3,1,0,"6",6,41,2,1936,629,1996,13,14,"pregnancy",1,3
1918,1,2,0,3,1,0,"6",6,41,2,1936,629,2000,13,14,"employment",1,3
1952,1,2,0,3,1,0,"6",6,41,2,1936,629,1997,13,14,"employment",1,2
1954,1,2,0,3,1,0,"6",6,41,2,1936,629,1997,13,14,"employment",1,1
3416,1,2,0,3,1,0,"6",6,41,2,1936,629,1997,13,14,"employment",1,1
371,1,2,0,3,1,1,"6",6,53,9,1932,634,2002,13,14,"employment",1,1
417,1,2,0,3,1,1,"6",6,53,9,1932,634,2001,13,14,"employment",1,1
475,1,2,0,3,1,1,"6",6,53,9,1932,634,1999,13,14,"employment",1,3
1942,1,2,0,3,1,1,"6",6,53,9,1932,634,1998,13,14,"employment",1,1
354,1,1,0,2,1,1,"6",6,51,10,1935,635,2002,13,14,"employment",1,1
415,1,1,0,2,1,1,"6",6,51,10,1935,635,2001,13,14,"employment",1,1
496,1,1,0,2,1,1,"6",6,51,10,1935,635,1997,13,14,"employment",1,1
1898,1,1,0,2,1,1,"6",6,51,10,1935,635,2001,13,14,"employment",1,1
1900,1,1,0,2,1,1,"6",6,51,10,1935,635,2001,13,14,"employment",1,1
1909,1,1,0,2,1,1,"6",6,51,10,1935,635,2000,13,14,"employment",1,3
1913,1,1,0,2,1,1,"6",6,51,10,1935,635,2000,13,14,"employment",1,1
1919,1,1,0,2,1,1,"6",6,51,10,1935,635,2000,13,14,"employment",1,1
1921,1,1,0,2,1,1,"6",6,51,10,1935,635,2000,13,14,"employment",1,2
1965,1,1,0,2,1,1,"6",6,51,10,1935,635,1996,13,14,"employment",1,1
3379,1,1,0,2,1,1,"6",6,51,10,1935,635,2000,13,14,"employment",1,1
355,2,2,0,4,1,1,"6",6,53,4,1932,639,2002,13,14,"employment",1,1
389,2,2,0,4,1,1,"6",6,53,4,1932,639,2002,13,14,"employment",1,1
396,2,2,0,4,1,1,"6",6,53,4,1932,639,2002,13,14,"employment",1,1
401,2,2,0,4,1,1,"6",6,53,4,1932,639,2002,13,14,"employment",1,1
421,2,2,0,4,1,1,"6",6,53,4,1932,639,2001,13,14,"employment",1,3
429,2,2,0,4,1,1,"6",6,53,4,1932,639,2001,13,14,"employment",1,1
487,2,2,0,4,1,1,"6",6,53,4,1932,639,1998,13,14,"employment",1,3
506,2,2,0,4,1,1,"6",6,53,4,1932,639,1996,13,14,"employment",1,1
1927,2,2,0,4,1,1,"6",6,53,4,1932,639,1999,13,14,"employment",1,1
1957,2,2,0,4,1,1,"6",6,53,4,1932,639,1997,13,14,"employment",1,1
3387,2,2,0,4,1,1,"6",6,53,4,1932,639,1999,13,14,"employment",1,1
3401,2,2,0,4,1,1,"6",6,53,4,1932,639,1998,13,14,"employment",1,1
3413,2,2,0,4,1,1,"6",6,53,4,1932,639,1997,13,14,"employment",1,1
1519,2,3,0,5,1,1,"1",6,58,7,1924,642,1999,13,14,"employment",1,2
1907,2,3,0,5,1,1,"6",6,58,7,1924,642,2000,13,14,"employment",1,1
3112,2,3,0,5,1,1,"3",6,58,7,1924,642,1997,13,14,"pregnancy",1,1
3132,2,3,0,5,1,1,"3",6,58,7,1924,642,1997,13,14,"pregnancy",1,1
3411,2,3,0,5,1,1,"6",6,58,7,1924,642,1997,13,14,"employment",1,2
3423,2,3,0,5,1,1,"6",6,58,7,1924,642,1996,13,14,"employment",1,1
361,0,2,0,2,1,1,"6",6,55,3,1936,646,2002,13,14,"employment",0,1
378,0,2,0,2,1,1,"6",6,55,3,1936,646,2002,13,14,"pregnancy",0,1
399,0,2,0,2,1,1,"6",6,55,3,1936,646,2002,13,14,"employment",0,3
463,0,2,0,2,1,1,"6",6,55,3,1936,646,2000,13,14,"employment",0,1
467,0,2,0,2,1,1,"6",6,55,3,1936,646,1999,13,14,"employment",0,1
471,0,2,0,2,1,1,"6",6,55,3,1936,646,1999,13,14,"employment",0,1
1828,0,2,0,2,1,1,"6",6,55,3,1936,646,2002,13,14,"employment",0,1
1830,0,2,0,2,1,1,"6",6,55,3,1936,646,2002,13,14,"employment",0,1
1835,0,2,0,2,1,1,"6",6,55,3,1936,646,2002,13,14,"employment",0,1
1882,0,2,0,2,1,1,"6",6,55,3,1936,646,2001,13,14,"employment",0,1
1890,0,2,0,2,1,1,"6",6,55,3,1936,646,2001,13,14,"employment",0,1
1961,0,2,0,2,1,1,"6",6,55,3,1936,646,1997,13,14,"employment",0,1
3357,0,2,0,2,1,1,"6",6,55,3,1936,646,2001,13,14,"employment",0,1
3380,0,2,0,2,1,1,"6",6,55,3,1936,646,2000,13,14,"employment",0,2
3404,0,2,0,2,1,1,"6",6,55,3,1936,646,1998,13,14,"employment",0,1
353,1,1,1,2,1,1,"6",6,47,2,1944,647,2002,13,14,"employment",1,1
359,1,1,1,2,1,1,"6",6,47,2,1944,647,2002,13,14,"employment",1,1
1837,1,1,1,2,1,1,"6",6,47,2,1944,647,2002,13,14,"pregnancy",1,1
1858,1,1,1,2,1,1,"6",6,47,2,1944,647,2002,13,14,"employment",1,3
1888,1,1,1,2,1,1,"6",6,47,2,1944,647,2001,13,14,"employment",1,1
1902,1,1,1,2,1,1,"6",6,47,2,1944,647,2001,13,14,"employment",1,1
1908,1,1,1,2,1,1,"6",6,47,2,1944,647,2000,13,14,"employment",1,2
1934,1,1,1,2,1,1,"6",6,47,2,1944,647,1999,13,14,"employment",1,3
1962,1,1,1,2,1,1,"6",6,47,2,1944,647,1997,13,14,"employment",1,1
3287,1,1,1,2,1,1,"6",6,47,2,1944,647,2002,13,14,"employment",1,1
3289,1,1,1,2,1,1,"6",6,47,2,1944,647,2002,13,14,"employment",1,1
3290,1,1,1,2,1,1,"6",6,47,2,1944,647,2002,13,14,"employment",1,1
3294,1,1,1,2,1,1,"6",6,47,2,1944,647,2002,13,14,"employment",1,1
3338,1,1,1,2,1,1,"6",6,47,2,1944,647,2001,13,14,"employment",1,1
3372,1,1,1,2,1,1,"6",6,47,2,1944,647,2000,13,14,"employment",1,1
3414,1,1,1,2,1,1,"6",6,47,2,1944,647,1997,13,14,"employment",1,1
3438,1,1,1,2,1,1,"6",6,47,2,1944,647,2001,13,14,"Title IX",1,1
363,1,0,1,1,1,0,"6",6,NA,2,1942,648,2002,13,14,"employment",1,3
410,1,0,1,1,1,0,"6",6,NA,2,1942,648,2001,13,14,"employment",1,1
427,1,0,1,1,1,0,"6",6,NA,2,1942,648,2001,13,14,"employment",1,1
440,1,0,1,1,1,0,"6",6,NA,2,1942,648,2001,13,14,"employment",1,1
469,1,0,1,1,1,0,"6",6,NA,2,1942,648,1999,13,14,"employment",1,2
1815,1,0,1,1,1,0,"6",6,NA,2,1942,648,2002,13,14,"employment",1,1
1817,1,0,1,1,1,0,"6",6,NA,2,1942,648,2002,13,14,"employment",1,1
1824,1,0,1,1,1,0,"6",6,NA,2,1942,648,2002,13,14,"employment",1,1
1851,1,0,1,1,1,0,"6",6,NA,2,1942,648,2002,13,14,"employment",1,1
1857,1,0,1,1,1,0,"6",6,NA,2,1942,648,2002,13,14,"employment",1,1
1863,1,0,1,1,1,0,"6",6,NA,2,1942,648,2002,13,14,"employment",1,2
1906,1,0,1,1,1,0,"6",6,NA,2,1942,648,2000,13,14,"employment",1,3
1917,1,0,1,1,1,0,"6",6,NA,2,1942,648,2000,13,14,"employment",1,2
1929,1,0,1,1,1,0,"6",6,NA,2,1942,648,1999,13,14,"employment",1,1
1946,1,0,1,1,1,0,"6",6,NA,2,1942,648,1998,13,14,"employment",1,3
3391,1,0,1,1,1,0,"6",6,NA,2,1942,648,1999,13,14,"employment",1,1
1812,1,2,1,3,1,0,"6",6,47,1,1948,649,2002,13,14,"employment",1,1
1827,1,2,1,3,1,0,"6",6,47,1,1948,649,2002,13,14,"employment",1,1
1875,1,2,1,3,1,0,"6",6,47,1,1948,649,2001,13,14,"employment",1,1
1876,1,2,1,3,1,0,"6",6,47,1,1948,649,2001,13,14,"employment",1,1
1886,1,2,1,3,1,0,"6",6,47,1,1948,649,2001,13,14,"employment",1,1
1887,1,2,1,3,1,0,"6",6,47,1,1948,649,2001,13,14,"employment",1,3
1889,1,2,1,3,1,0,"6",6,47,1,1948,649,2001,13,14,"employment",1,1
1899,1,2,1,3,1,0,"6",6,47,1,1948,649,2001,13,14,"employment",1,1
1910,1,2,1,3,1,0,"6",6,47,1,1948,649,2000,13,14,"employment",1,2
1912,1,2,1,3,1,0,"6",6,47,1,1948,649,2000,13,14,"employment",1,1
1924,1,2,1,3,1,0,"6",6,47,1,1948,649,1999,13,14,"employment",1,3
1948,1,2,1,3,1,0,"6",6,47,1,1948,649,1998,13,14,"employment",1,2
2001,1,2,1,3,1,0,"6",6,47,1,1948,649,1999,13,14,"pregnancy",1,2
3317,1,2,1,3,1,0,"6",6,47,1,1948,649,2002,13,14,"employment",1,3
3385,1,2,1,3,1,0,"6",6,47,1,1948,649,1999,13,14,"employment",1,2
3389,1,2,1,3,1,0,"6",6,47,1,1948,649,1999,13,14,"employment",1,3
380,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,2002,NA,NA,"employment",1,1
437,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,2001,NA,NA,"employment",1,1
1818,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,2002,NA,NA,"employment",1,1
1820,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,2002,NA,NA,"employment",1,1
1852,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,2002,NA,NA,"employment",1,4
1874,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,2001,NA,NA,"employment",1,1
1880,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,2001,NA,NA,"employment",1,3
1897,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,2001,NA,NA,"employment",1,2
1911,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,2000,NA,NA,"employment",1,2
1937,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,1998,NA,NA,"employment",1,3
1939,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,1998,NA,NA,"employment",1,1
1956,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,1997,NA,NA,"employment",1,3
1963,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,1996,NA,NA,"employment",1,3
2002,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,1997,NA,NA,"pregnancy",1,3
2003,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,1996,NA,NA,"pregnancy",1,3
3310,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,2002,NA,NA,"employment",1,1
3359,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,2001,NA,NA,"employment",1,1
3360,1,2,0,3,NA,0,"6",NA,NA,NA,NA,651,2001,NA,NA,"employment",1,1
1813,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2002,NA,NA,"employment",1,1
1822,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2002,NA,NA,"employment",1,3
1836,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2002,NA,NA,"employment",1,1
1839,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2002,NA,NA,"employment",1,1
1847,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2002,NA,NA,"employment",1,1
1848,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2002,NA,NA,"employment",1,1
1860,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2002,NA,NA,"employment",1,1
1869,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2001,NA,NA,"employment",1,1
1894,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2001,NA,NA,"employment",1,2
1895,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2001,NA,NA,"employment",1,1
1896,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2001,NA,NA,"employment",1,1
3327,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2001,NA,NA,"employment",1,1
3361,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2001,NA,NA,"employment",1,1
3365,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2000,NA,NA,"employment",1,3
3370,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2000,NA,NA,"employment",1,2
3371,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,2000,NA,NA,"employment",1,1
3383,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,1999,NA,NA,"employment",1,3
3399,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,1998,NA,NA,"employment",1,2
3460,2,0,0,2,NA,0,"6",NA,NA,NA,NA,652,1999,NA,NA,"pregnancy",1,2
3273,1,1,1,2,NA,1,"6",NA,NA,NA,NA,653,2002,NA,NA,"employment",1,1
3277,1,1,1,2,NA,1,"6",NA,NA,NA,NA,653,2002,NA,NA,"employment",1,1
570,2,0,0,2,1,1,"7",7,49,4,1926,703,2002,13,14,"employment",1,1
571,2,0,0,2,1,1,"7",7,49,4,1926,703,2002,13,14,"employment",1,1
573,2,0,0,2,1,1,"7",7,49,4,1926,703,2002,13,14,"employment",1,1
582,2,0,0,2,1,1,"7",7,49,4,1926,703,2001,13,14,"employment",1,3
584,2,0,0,2,1,1,"7",7,49,4,1926,703,2001,13,14,"employment",1,1
587,2,0,0,2,1,1,"7",7,49,4,1926,703,2001,13,14,"employment",1,2
589,2,0,0,2,1,1,"7",7,49,4,1926,703,2001,13,14,"employment",1,1
599,2,0,0,2,1,1,"7",7,49,4,1926,703,2001,13,14,"employment",1,1
621,2,0,0,2,1,1,"7",7,49,4,1926,703,2000,13,14,"employment",1,1
627,2,0,0,2,1,1,"7",7,49,4,1926,703,2000,13,14,"employment",1,1
628,2,0,0,2,1,1,"7",7,49,4,1926,703,2000,13,14,"employment",1,1
637,2,0,0,2,1,1,"7",7,49,4,1926,703,1999,13,14,"employment",1,1
646,2,0,0,2,1,1,"7",7,49,4,1926,703,1999,13,14,"employment",1,1
667,2,0,0,2,1,1,"7",7,49,4,1926,703,1998,13,14,"employment",1,3
691,2,0,0,2,1,1,"7",7,49,4,1926,703,1997,13,14,"employment",1,3
698,2,0,0,2,1,1,"7",7,49,4,1926,703,1997,13,14,"employment",1,3
713,2,0,0,2,1,1,"7",7,49,4,1926,703,1996,13,14,"pregnancy",1,1
718,2,0,0,2,1,1,"7",7,49,4,1926,703,1996,13,14,"employment",1,2
728,2,0,0,2,1,1,"7",7,49,4,1926,703,2001,13,14,"Title IX",1,3
740,2,0,0,2,1,1,"7",7,49,4,1926,703,1998,13,14,"employment",1,3
747,2,0,0,2,1,1,"7",7,49,4,1926,703,1998,13,14,"pregnancy",1,1
748,2,0,0,2,1,1,"7",7,49,4,1926,703,1998,13,14,"pregnancy",1,1
1288,2,0,0,2,1,1,"7",7,49,4,1926,703,2002,13,14,"employment",1,1
1296,2,0,0,2,1,1,"7",7,49,4,1926,703,2002,13,14,"employment",1,1
2024,2,0,0,2,1,1,"7",7,49,4,1926,703,2002,13,14,"employment",1,3
2078,2,0,0,2,1,1,"7",7,49,4,1926,703,2000,13,14,"employment",1,3
2110,2,0,0,2,1,1,"7",7,49,4,1926,703,1999,13,14,"pregnancy",1,3
2117,2,0,0,2,1,1,"7",7,49,4,1926,703,1998,13,14,"employment",1,1
2746,2,0,0,2,1,1,"7",7,49,4,1926,703,2002,13,14,"employment",1,1
3558,2,0,0,2,1,1,"7",7,49,4,1926,703,1999,13,14,"employment",1,3
559,1,1,0,2,1,1,"7",7,60,4,1922,705,2002,13,14,"employment",1,1
563,1,1,0,2,1,1,"7",7,60,4,1922,705,2002,13,14,"employment",1,1
567,1,1,0,2,1,1,"7",7,60,4,1922,705,2002,13,14,"employment",1,1
574,1,1,0,2,1,1,"7",7,60,4,1922,705,2001,13,14,"employment",1,1
579,1,1,0,2,1,1,"7",7,60,4,1922,705,2001,13,14,"employment",1,3
580,1,1,0,2,1,1,"7",7,60,4,1922,705,2001,13,14,"employment",1,1
598,1,1,0,2,1,1,"7",7,60,4,1922,705,2001,13,14,"employment",1,1
624,1,1,0,2,1,1,"7",7,60,4,1922,705,2000,13,14,"employment",1,2
657,1,1,0,2,1,1,"7",7,60,4,1922,705,1999,13,14,"employment",1,1
663,1,1,0,2,1,1,"7",7,60,4,1922,705,1998,13,14,"employment",1,3
685,1,1,0,2,1,1,"7",7,60,4,1922,705,1998,13,14,"employment",1,3
694,1,1,0,2,1,1,"7",7,60,4,1922,705,1997,13,14,"employment",1,1
705,1,1,0,2,1,1,"7",7,60,4,1922,705,1997,13,14,"pregnancy",1,1
711,1,1,0,2,1,1,"7",7,60,4,1922,705,1997,13,14,"pregnancy",1,2
715,1,1,0,2,1,1,"7",7,60,4,1922,705,1996,13,14,"employment",1,2
727,1,1,0,2,1,1,"7",7,60,4,1922,705,2001,13,14,"employment",1,1
742,1,1,0,2,1,1,"7",7,60,4,1922,705,1997,13,14,"Title IX",1,1
1289,1,1,0,2,1,1,"7",7,60,4,1922,705,2002,13,14,"employment",1,1
2028,1,1,0,2,1,1,"7",7,60,4,1922,705,2002,13,14,"employment",1,1
2056,1,1,0,2,1,1,"7",7,60,4,1922,705,2001,13,14,"employment",1,3
2058,1,1,0,2,1,1,"7",7,60,4,1922,705,2001,13,14,"employment",1,1
2087,1,1,0,2,1,1,"7",7,60,4,1922,705,2000,13,14,"employment",1,1
2091,1,1,0,2,1,1,"7",7,60,4,1922,705,2000,13,14,"employment",1,1
2098,1,1,0,2,1,1,"7",7,60,4,1922,705,1999,13,14,"employment",1,1
2123,1,1,0,2,1,1,"7",7,60,4,1922,705,1998,13,14,"employment",1,1
2140,1,1,0,2,1,1,"7",7,60,4,1922,705,1998,13,14,"employment",1,1
2143,1,1,0,2,1,1,"7",7,60,4,1922,705,1998,13,14,"employment",1,3
2163,1,1,0,2,1,1,"7",7,60,4,1922,705,1997,13,14,"pregnancy",1,1
2200,1,1,0,2,1,1,"7",7,60,4,1922,705,1998,13,14,"Title IX",1,3
2744,1,1,0,2,1,1,"7",7,60,4,1922,705,2002,13,14,"employment",1,1
2745,1,1,0,2,1,1,"7",7,60,4,1922,705,2002,13,14,"employment",1,1
3507,1,1,0,2,1,1,"7",7,60,4,1922,705,2001,13,14,"employment",1,1
597,4,3,0,7,1,0,"7",7,53,4,1926,706,2001,13,14,"employment",1,3
623,4,3,0,7,1,0,"7",7,53,4,1926,706,2000,13,14,"employment",1,1
636,4,3,0,7,1,0,"7",7,53,4,1926,706,1999,13,14,"employment",1,1
639,4,3,0,7,1,0,"7",7,53,4,1926,706,1999,13,14,"employment",1,1
643,4,3,0,7,1,0,"7",7,53,4,1926,706,1999,13,14,"pregnancy",1,3
673,4,3,0,7,1,0,"7",7,53,4,1926,706,1998,13,14,"employment",1,1
682,4,3,0,7,1,0,"7",7,53,4,1926,706,1998,13,14,"employment",1,3
692,4,3,0,7,1,0,"7",7,53,4,1926,706,1997,13,14,"employment",1,3
696,4,3,0,7,1,0,"7",7,53,4,1926,706,1997,13,14,"pregnancy",1,1
700,4,3,0,7,1,0,"7",7,53,4,1926,706,1997,13,14,"employment",1,2
1292,4,3,0,7,1,0,"7",7,53,4,1926,706,2002,13,14,"employment",1,1
1293,4,3,0,7,1,0,"7",7,53,4,1926,706,2002,13,14,"employment",1,1
2019,4,3,0,7,1,0,"7",7,53,4,1926,706,2002,13,14,"employment",1,1
2043,4,3,0,7,1,0,"7",7,53,4,1926,706,2001,13,14,"employment",1,1
2107,4,3,0,7,1,0,"7",7,53,4,1926,706,1999,13,14,"employment",1,1
2108,4,3,0,7,1,0,"7",7,53,4,1926,706,1999,13,14,"employment",1,2
2118,4,3,0,7,1,0,"7",7,53,4,1926,706,1998,13,14,"employment",1,1
2157,4,3,0,7,1,0,"7",7,53,4,1926,706,1997,13,14,"employment",1,3
2181,4,3,0,7,1,0,"7",7,53,4,1926,706,1996,13,14,"employment",1,2
3092,4,3,0,7,1,0,"3",7,53,4,1926,706,2002,13,14,"employment",1,3
3127,4,3,0,7,1,0,"3",7,53,4,1926,706,2002,13,14,"employment",1,3
651,0,3,0,3,1,0,"7",7,50,4,1916,707,1999,13,14,"pregnancy",0,3
659,0,3,0,3,1,0,"7",7,50,4,1916,707,1998,13,14,"employment",0,1
664,0,3,0,3,1,0,"7",7,50,4,1916,707,1998,13,14,"employment",0,1
677,0,3,0,3,1,0,"7",7,50,4,1916,707,1998,13,14,"pregnancy",0,1
684,0,3,0,3,1,0,"7",7,50,4,1916,707,1998,13,14,"employment",0,3
