name,z,circuit,child,girls,sons,woman,age,race,religion,republican,songerID,no_cases,agemiss,religmiss,racemiss,race.0,race.1,race.2,race.3,race.4,religion.0,religion.1,religion.10,religion.2,religion.3,religion.4,religion.5,religion.7,religion.8,religion.9,religion.99,circuit.1,circuit.10,circuit.11,circuit.12,circuit.2,circuit.3,circuit.4,circuit.5,circuit.6,circuit.7,circuit.8,circuit.9,pscore,matches
"Garth, Leonard I.",1,3,1,1,0,0,52,1,5,1,312,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.815110970794362,1.23
"Garwood, William L.",1,5,2,1,1,0,50,1,2,1,517,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.827099291563195,1.5
"Garza, Reynaldo",1,5,4,2,2,0,64,3,4,0,518,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
"Gibbons, Julia",1,6,2,1,1,1,0,0,0,1,653,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.494641287655262,1.14
"Gibson, John R.",1,8,4,3,1,0,64,1,7,1,813,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.674919278975721,1.21
"Gilman, Ronald",1,6,2,2,0,0,0,0,0,0,652,19,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.704447758628585,1.10
"Ginsburg, Douglas, H.",1,12,3,3,0,0,40,1,5,1,1215,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.932933140184584,1.2
"Godbold, John",1,5,4,3,1,0,46,1,2,0,521,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.937398489276898,
"Goodwin, Alfred T.",1,9,5,2,3,0,48,1,7,1,923,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.890417289845607,
"Gould, Ronald",1,9,2,1,1,0,0,0,0,0,976,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.83722491324205,1.31
"Graber, Susan",1,9,1,1,0,1,0,0,0,0,977,7,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.686473522624356,1.12
"Greenberg, Morton I.",1,3,3,2,1,0,54,1,5,1,315,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.733054937672127,1.15
"Gregory, Roger",1,4,3,3,0,0,0,0,0,0,436,6,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.775565249344024,1.18
"Hamilton, Clyde H.",0,4,2,0,2,0,57,1,10,1,429,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.773887447038514,1.28
"Hartz, Harris",0,10,2,0,2,0,0,0,0,1,1035,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.723269540692013,1.30
"Hatchett, Joseph W.",1,5,2,2,0,0,47,2,3,0,523,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.999999985180331,
"Hawkins, Michael Daly",0,9,2,0,2,0,0,1,9,0,972,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.828657546286999,1.31
"Heaney, Gerald",1,8,2,1,1,0,48,1,4,0,815,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.880738857738171,1.24
"Henderson, Albert J.",1,5,2,1,1,0,59,1,3,0,524,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.882687970287995,1.22
"Henley, Jesse Smith",1,8,3,3,0,0,58,1,7,1,816,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.825896620028249,1.19
"Henry, Robert Harlan",0,10,1,0,1,0,0,1,4,0,1030,19,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.71660048229104,1.32
"Higginbotham, Patrick E.",1,5,2,2,0,0,44,1,10,1,525,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.879083227369793,
"Hill, James C.",0,11,2,0,2,0,0,0,0,1,1110,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.737373749180219,1.33
"Holloway, William",1,10,2,1,1,0,45,1,10,0,1012,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.952229002322849,
"Howard, Jeffrey",0,1,2,0,2,0,0,0,0,1,124,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.597556990045465,1.34
"Hug, Procter R.",1,9,3,2,1,0,46,1,4,0,930,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.947885181218392,1.24
"Hull,  Frank",1,11,2,1,1,0,0,0,0,0,1124,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.874279501576445,
"Jones, Edith H.",0,5,3,0,3,1,36,1,7,1,533,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.839818564506721,1.35
"Jones, Nathaniel R.",1,6,5,2,3,0,53,2,3,0,618,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.999999976109256,
"Kanne, Michael S.",1,7,2,2,0,0,49,1,4,1,717,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.690817727174791,1.4
"Keith, Damon J.",1,6,3,3,0,0,55,2,3,0,619,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.999999972057455,
"Kelly, Paul J., Jr.",1,10,5,3,2,0,52,1,4,1,1029,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.761323522215815,
"Kennedy, Cornelia Groefsema",0,6,1,0,1,1,56,1,4,0,620,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.700696324809551,1.36
"King, Carolyn Dineen",0,5,3,0,3,1,0,0,0,0,536,7,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.621797329539347,1.37
"Kleinfeld, Andrew J.",1,9,3,1,2,0,46,1,5,1,971,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.905895831645749,1.2
"Kozinski, Alex",0,9,3,0,3,0,35,1,5,1,936,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.944234158089961,1.2
"Lay, Donald",1,8,5,5,0,0,40,1,8,0,818,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.950579272235896,
"Leavy, Edward",1,9,4,1,3,0,58,1,4,1,937,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.827575449836938,
"Leval, Pierre Nelson",1,2,1,1,0,0,0,1,4,0,244,12,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.652897739339156,
"Lewis, Timothy K.",1,3,2,1,1,0,0,0,0,1,342,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.631474136807416,1.34
"Lipez, Kermit",1,1,2,2,0,0,0,0,0,0,123,8,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.720299833115698,1.10
"Loken, James B.",1,8,2,2,0,0,50,1,8,1,839,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.59758623035716,
"Lucero, Carlos",1,10,1,1,0,0,55,3,4,0,1032,17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
"Luttig, J. Michael",1,4,2,1,1,0,37,1,0,1,430,13,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.999999990341909,
"Lynch, Sandra",0,1,1,0,1,1,49,1,4,0,122,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.727388220111295,1.3
"Magill, Frank J.",0,8,1,0,1,0,59,1,4,1,821,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.647247434436444,1.4
"Mahoney, J. Daniel",1,2,6,3,3,0,55,1,4,1,219,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.789506034129467,
"Mansmann, Carol Los",1,3,4,1,3,1,43,1,4,1,322,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.775902115109636,1.3
"Marcus, Stanley",1,11,2,1,1,0,0,0,0,1,1125,8,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.705576768403569,1.33
"Martin, Boyce F., Jr.",1,6,4,2,2,0,44,1,2,0,625,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.945598200886084,
"McKay, Monroe G.",1,10,9,5,4,0,49,1,9,0,1018,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.931266665072336,
"McKee, Theodore Alexander",1,3,2,2,0,0,0,2,99,0,343,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.999999996659784,
"McLaughlin, Joseph W.",1,2,4,1,3,0,57,1,4,1,241,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.708508501597933,1.25
"McMillian, Theodore",1,8,2,2,0,0,59,2,4,0,820,39,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.999999913785427,
"McWilliams, Robert H.",0,10,1,0,1,0,54,1,2,1,1019,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.804090076277683,1.5
"Melloy, Michael",1,8,3,3,0,0,0,0,0,1,845,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.710264893845285,1.30
"Merritt, Gilbert S.",1,6,3,1,2,0,41,1,2,0,629,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.925278985465554,
"Meskill, Thomas J.",1,2,4,2,2,0,47,1,4,1,224,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.825299549667929,
"Michael, M. Blane",1,4,1,1,0,0,0,1,8,0,432,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.704354606281795,1.32
"Miner, Roger J.",0,2,4,0,4,0,51,1,5,1,225,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.794407939961316,1.6
"Moore, Karen",1,6,3,1,2,1,47,1,1,0,649,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.801659635759375,1.36
"Motz, Diana Gribbon",1,4,2,1,1,1,0,1,4,0,433,10,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.519833885602687,1.7
"Murnaghan, Francis D.",1,4,3,2,1,0,59,1,4,0,412,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.850956953189104,
"Murphy, Diana E.",0,8,2,0,2,1,0,1,4,0,842,29,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.404593879835084,1.7
"Murphy, Michael",1,10,2,1,1,0,48,1,4,0,1033,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.898647558033011,
"Nelson, David A.",1,6,3,1,2,0,53,1,9,1,634,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.854777108644551,
"Nelson, Dorothy Wright",1,9,2,1,1,1,51,1,9,0,943,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.896362928766052,1.36
"Newman, Jon O.",1,2,3,1,2,0,47,1,5,0,228,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.90845027585966,
"Niemeyer, Paul V.",0,4,3,0,3,0,49,1,2,1,428,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.76777562042461,1.9
"Noonan, John T.",1,9,3,2,1,0,59,1,4,1,944,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.794397764971742,
"Norris, Alan E.",1,6,2,1,1,0,51,1,10,1,635,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.838304216519563,
"Norris, William Albert",1,9,5,3,2,0,53,1,0,0,946,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.999999995130868,
"O'Scannlain, Diaruid F.",1,9,8,4,4,0,49,1,4,1,948,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.878315247120074,
"Oakes, James L.",1,2,3,2,1,0,47,1,1,1,229,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.791568035550135,1.23
"Paez, Richard",1,9,2,1,1,0,0,0,0,0,979,6,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.83175713264505,1.17
"Parker, Fred Irving",0,2,2,0,2,0,0,0,0,0,253,13,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.694155082082769,1.10
"Parker, Robert Manley",1,5,2,2,0,0,0,1,8,0,568,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.719048378765019,1.32
"Phillips, James D.",1,4,4,3,1,0,56,1,7,0,415,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.905061446666223,
"Pooler, Rosemary",1,2,2,1,1,1,0,0,0,0,249,10,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.540792836468063,1.1
"Porfilio, John",1,10,3,1,2,0,0,0,0,1,1034,19,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.590701646327089,1.34
"Posner, Richard A.",0,7,2,0,2,0,42,1,5,1,729,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.796671961743252,1.11
"Pregerson, Harry",1,9,2,1,1,0,56,1,5,0,951,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.918922233417993,
"Randolph, A. Raymond",1,12,2,1,1,0,47,1,4,1,1250,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.912783572265167,
"Reavley, Thomas M.",1,5,4,2,2,0,58,1,10,0,543,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.899352609512357,
"Reinhardt, Stephen R.",1,9,3,1,2,0,49,1,5,0,952,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.925587108832568,
"Rendell, Marjorie",0,3,1,0,1,1,0,0,0,0,349,7,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.587571251431865,1.12
